source,target,weight
chrY-87750000,chr12-6750000,0.25
chr12-22250000,chr12-7000000,0.125
chr14-6500000,chr12-7000000,0.05263157894736842
chr7-8750000,chr12-7250000,0.05555555555555555
chr12-22250000,chr12-7250000,0.125
chrY-20250000,chr12-7250000,0.08333333333333333
chrY-83000000,chr12-7250000,0.25
chr12-22250000,chr12-7500000,0.0625
chrY-43500000,chr12-7500000,0.05555555555555555
chr7-7750000,chr12-7750000,0.0625
chr12-22250000,chr12-7750000,0.125
chr14-42750000,chr12-7750000,0.1
chrY-39000000,chr12-7750000,0.1
chrY-88250000,chr12-7750000,0.16666666666666666
chr12-22250000,chr12-8000000,0.125
chrX-55000000,chr12-8000000,0.25
chrY-53750000,chr12-8250000,1.0
chrY-41500000,chr12-8500000,0.125
chrY-67250000,chr12-8500000,1.0
chrY-79500000,chr12-8500000,1.0
chrY-86250000,chr12-8500000,0.5
chrX-148000000,chr12-8750000,0.3333333333333333
chrY-40000000,chr12-8750000,0.0625
chr12-22250000,chr12-9000000,0.3125
chrY-40000000,chr12-9000000,0.0625
chrY-41500000,chr12-9000000,0.125
chrY-69000000,chr12-9000000,1.0
chr12-22250000,chr12-9250000,0.125
chrY-83000000,chr12-9250000,0.25
chrY-90000000,chr12-9250000,0.125
chrY-47000000,chr12-9500000,1.0
chrY-71750000,chr12-9500000,1.0
chr4-42500000,chr12-9750000,0.05
chr14-3750000,chr12-9750000,0.14285714285714285
chrY-88000000,chr12-9750000,0.125
chrY-89250000,chr12-9750000,0.125
chr12-22250000,chr12-10000000,0.125
chr14-5250000,chr12-10000000,0.5
chr12-22250000,chr12-10250000,0.0625
chrY-40000000,chr12-10250000,0.125
chr12-22250000,chr12-10500000,0.0625
chr4-42500000,chr12-10750000,0.05
chr12-22250000,chr12-10750000,0.0625
chrX-31250000,chr12-10750000,0.05
chrX-148500000,chr12-10750000,0.08333333333333333
chrY-44250000,chr12-10750000,0.1
chrY-83250000,chr12-10750000,1.0
chr12-22250000,chr12-11000000,0.0625
chrY-8000000,chr12-11000000,0.25
chrY-44500000,chr12-11000000,0.1
chr14-3750000,chr12-11250000,0.07142857142857142
chrX-125750000,chr12-11250000,0.3333333333333333
chrY-8750000,chr12-11250000,0.06666666666666667
chrY-43500000,chr12-11250000,0.05555555555555555
chrX-31250000,chr12-11500000,0.05
chr7-7750000,chr12-11750000,0.0625
chr12-22250000,chr12-11750000,0.0625
chr14-5000000,chr12-11750000,0.05
chrX-34000000,chr12-11750000,0.05263157894736842
chrY-86750000,chr12-11750000,0.1
chrY-28750000,chr12-12000000,0.5
chrY-86000000,chr12-12000000,0.5
chrX-28000000,chr12-12250000,0.5
chrY-29000000,chr12-12250000,0.25
chrY-44500000,chr12-12250000,0.1
chrY-82000000,chr12-12250000,0.5
chr12-22250000,chr12-12500000,0.0625
chrY-69000000,chr12-12500000,1.0
chr4-42500000,chr12-12750000,0.05
chr12-22250000,chr12-12750000,0.0625
chrX-148500000,chr12-12750000,0.08333333333333333
chrY-250000,chr12-12750000,0.07142857142857142
chrY-56250000,chr12-12750000,0.25
chrY-59750000,chr12-12750000,1.0
chr12-23250000,chr12-13000000,0.07142857142857142
chrX-3500000,chr12-13000000,0.25
chrX-30750000,chr12-13000000,0.5
chrX-148000000,chr12-13000000,0.16666666666666666
chrY-22250000,chr12-13000000,1.0
chrY-42500000,chr12-13000000,0.25
chrY-43500000,chr12-13000000,0.05555555555555555
chrY-84250000,chr12-13000000,0.25
chr12-22250000,chr12-13250000,0.0625
chrY-35750000,chr12-13250000,0.5
chrY-88750000,chr12-13250000,0.5
chr12-22250000,chr12-13500000,0.0625
chr12-23250000,chr12-13500000,0.05357142857142857
chrX-28500000,chr12-13500000,0.5
chrY-89500000,chr12-13500000,0.08333333333333333
chr4-122250000,chr12-13750000,0.1
chr12-22250000,chr12-13750000,0.0625
chrY-32750000,chr12-13750000,1.0
chrY-38250000,chr12-13750000,0.5
chrY-90000000,chr12-13750000,0.125
chr12-22250000,chr12-14000000,0.125
chr14-3750000,chr12-14000000,0.07142857142857142
chrX-123250000,chr12-14000000,0.058823529411764705
chrY-44250000,chr12-14000000,0.1
chr12-22250000,chr12-14250000,0.0625
chr14-5000000,chr12-14250000,0.05
chrX-3500000,chr12-14250000,0.25
chrX-55000000,chr12-14250000,0.25
chrY-84250000,chr12-14250000,0.25
chrX-123250000,chr12-14500000,0.058823529411764705
chrY-20750000,chr12-14500000,0.5
chrY-35750000,chr12-14500000,0.5
chrY-84000000,chr12-14750000,0.5
chr14-5250000,chr12-15000000,0.5
chrX-55000000,chr12-15000000,0.25
chrX-31250000,chr12-15250000,0.05
chrY-0,chr12-15250000,0.3333333333333333
chr14-3250000,chr12-15500000,0.3333333333333333
chr14-3750000,chr12-15500000,0.07142857142857142
chrX-148000000,chr12-15500000,0.16666666666666666
chrY-44000000,chr12-15500000,0.08333333333333333
chr7-22500000,chr12-15750000,0.5
chr12-22250000,chr12-15750000,0.0625
chr12-23250000,chr12-15750000,0.10714285714285714
chr7-9250000,chr12-16000000,0.05128205128205128
chrY-44500000,chr12-16000000,0.1
chrY-88250000,chr12-16000000,0.16666666666666666
chr12-22250000,chr12-16250000,0.0625
chrY-13250000,chr12-16250000,0.5
chrY-88000000,chr12-16250000,0.125
chrX-149250000,chr12-16500000,0.5
chrY-28000000,chr12-16500000,0.5
chr12-22250000,chr12-16750000,0.0625
chr14-3750000,chr12-16750000,0.07142857142857142
chrX-25000000,chr12-16750000,1.0
chrY-38000000,chr12-16750000,0.25
chrY-44250000,chr12-16750000,0.1
chr4-61000000,chr12-17000000,0.05
chr12-22250000,chr12-17000000,0.1875
chrY-84750000,chr12-17000000,0.5
chrY-90250000,chr12-17000000,0.5
chr12-22250000,chr12-17250000,0.125
chrX-25000000,chr12-17250000,1.0
chrY-73750000,chr12-17250000,1.0
chr12-22250000,chr12-17500000,0.0625
chrY-28250000,chr12-17500000,0.5
chrY-74000000,chr12-17500000,1.0
chrY-86500000,chr12-17500000,0.25
chrY-90000000,chr12-17500000,0.125
chr4-122250000,chr12-17750000,0.1
chr12-22250000,chr12-17750000,0.0625
chr12-22250000,chr12-18000000,0.0625
chr14-42750000,chr12-18000000,0.1
chrY-41750000,chr12-18000000,0.25
chrY-43000000,chr12-18000000,0.5
chr12-22250000,chr12-18250000,0.0625
chr12-22250000,chr12-18500000,0.0625
chrY-0,chr12-18500000,0.3333333333333333
chr12-22250000,chr12-19000000,0.125
chrY-40000000,chr12-19000000,0.0625
chrY-89000000,chr12-19000000,0.5
chr12-22250000,chr12-19500000,0.0625
chrY-22500000,chr12-19500000,0.125
chr12-22250000,chr12-19750000,0.0625
chr12-22250000,chr12-20000000,0.0625
chrX-148500000,chr12-20000000,0.08333333333333333
chrY-89000000,chr12-20000000,0.5
chrX-3500000,chr12-20750000,0.25
chr12-22250000,chr12-21000000,0.0625
chrX-35000000,chr12-21000000,0.25
chrY-35500000,chr12-21000000,1.0
chrY-43750000,chr12-21000000,0.16666666666666666
chr4-61000000,chr12-21250000,0.05
chr12-21750000,chr12-21250000,0.061068702290076333
chr12-22250000,chr12-21250000,0.1875
chr12-23250000,chr12-21250000,0.05357142857142857
chr14-5250000,chr12-21250000,0.5
chrY-36250000,chr12-21250000,1.0
chrY-90000000,chr12-21250000,0.125
chr12-22250000,chr12-21500000,0.1875
chrY-20750000,chr12-21500000,0.5
chrY-39750000,chr12-21500000,0.25
chrY-74500000,chr12-21500000,1.0
chrY-39750000,chr12-21750000,0.25
chr12-22250000,chr12-22000000,0.0625
chr12-23250000,chr12-22000000,0.05357142857142857
chr12-22250000,chr12-22500000,0.0625
chrY-29000000,chr12-22500000,0.25
chr12-22250000,chr12-22750000,0.0625
chr12-22250000,chr12-23000000,0.0625
chrY-56750000,chr12-23000000,1.0
chrY-75500000,chr12-23000000,0.25
chr12-24000000,chr12-24250000,0.05855855855855856
chrY-82500000,chr12-24250000,0.5
chrY-87250000,chr12-24250000,0.08333333333333333
chr12-22000000,chr12-24500000,0.05392156862745098
chr12-22250000,chr12-24500000,0.3125
chr12-22500000,chr12-24500000,0.05555555555555555
chr12-23250000,chr12-24500000,0.07142857142857142
chr12-23500000,chr12-24500000,0.05555555555555555
chrY-40000000,chr12-24500000,0.0625
chr4-42000000,chr12-24750000,1.0
chr7-8750000,chr12-24750000,0.1111111111111111
chr7-20500000,chr12-24750000,0.25
chr12-22250000,chr12-24750000,0.0625
chr12-23250000,chr12-24750000,0.07142857142857142
chrY-39000000,chr12-24750000,0.1
chrY-42000000,chr12-24750000,0.0625
chrY-41500000,chr12-25000000,0.125
chr12-22250000,chr12-25250000,0.0625
chr12-23250000,chr12-25250000,0.05357142857142857
chrX-125750000,chr12-25250000,0.3333333333333333
chrY-8000000,chr12-25250000,0.25
chrY-29000000,chr12-25250000,0.25
chrY-58250000,chr12-25250000,1.0
chr12-23250000,chr12-25500000,0.05357142857142857
chrY-8000000,chr12-25500000,0.25
chr12-23250000,chr12-25750000,0.08928571428571427
chrX-31250000,chr12-25750000,0.05
chrY-250000,chr12-25750000,0.07142857142857142
chrY-20750000,chr12-25750000,0.5
chrY-34000000,chr12-25750000,1.0
chrY-68250000,chr12-25750000,1.0
chrY-71250000,chr12-25750000,0.5
chr14-7000000,chr12-26000000,0.05555555555555555
chrY-20000000,chr12-26000000,0.25
chrY-42250000,chr12-26000000,0.07142857142857142
chr12-22250000,chr12-26250000,0.125
chr12-23250000,chr12-26250000,0.05357142857142857
chrY-44500000,chr12-26250000,0.1
chr7-7750000,chr12-26500000,0.0625
chr12-22250000,chr12-26500000,0.0625
chr12-23250000,chr12-26500000,0.07142857142857142
chrY-42500000,chr12-26500000,0.25
chrY-44500000,chr12-26500000,0.1
chrY-67750000,chr12-26500000,1.0
chrY-86000000,chr12-26500000,0.5
chr12-23250000,chr12-26750000,0.14285714285714285
chrY-13250000,chr12-26750000,0.5
chrY-69250000,chr12-26750000,0.5
chr12-22250000,chr12-27000000,0.0625
chr14-5000000,chr12-27000000,0.05
chrY-3250000,chr12-27000000,0.5
chrY-23500000,chr12-27000000,0.5
chrY-41500000,chr12-27000000,0.125
chrY-44500000,chr12-27000000,0.1
chrY-82500000,chr12-27000000,0.5
chr12-22250000,chr12-27250000,0.125
chr12-23250000,chr12-27250000,0.05357142857142857
chr14-3750000,chr12-27250000,0.14285714285714285
chrY-36000000,chr12-27250000,0.5
chrY-72000000,chr12-27250000,1.0
chr12-22250000,chr12-27500000,0.0625
chrX-30000000,chr12-27500000,0.5
chrY-38000000,chr12-27500000,0.25
chrY-74250000,chr12-27500000,1.0
chr12-22250000,chr12-27750000,0.0625
chr12-23250000,chr12-27750000,0.08928571428571427
chrX-55000000,chr12-27750000,0.25
chrY-40250000,chr12-27750000,0.25
chr12-22250000,chr12-28000000,0.0625
chr14-42750000,chr12-28250000,0.1
chrX-54750000,chr12-28250000,0.5
chrY-250000,chr12-28250000,0.07142857142857142
chrY-82500000,chr12-28250000,0.5
chr7-8750000,chr12-28500000,0.05555555555555555
chrX-28250000,chr12-28500000,0.5
chrX-30000000,chr12-28500000,0.5
chrY-39500000,chr12-28500000,0.125
chrY-43500000,chr12-28500000,0.05555555555555555
chrY-81000000,chr12-28500000,0.3333333333333333
chr12-22250000,chr12-28750000,0.0625
chrX-123250000,chr12-28750000,0.058823529411764705
chrY-82000000,chr12-28750000,0.5
chrY-86750000,chr12-28750000,0.1
chr4-42500000,chr12-29000000,0.05
chr7-20500000,chr12-29000000,0.25
chr7-22250000,chr12-29000000,0.5
chr14-3250000,chr12-29000000,0.3333333333333333
chrY-21000000,chr12-29000000,0.5
chr7-7750000,chr12-29250000,0.0625
chr12-22250000,chr12-29250000,0.1875
chr12-23250000,chr12-29250000,0.07142857142857142
chrY-39250000,chr12-29250000,0.16666666666666666
chrY-87250000,chr12-29250000,0.08333333333333333
chrY-89250000,chr12-29250000,0.125
chr12-23250000,chr12-29500000,0.05357142857142857
chr14-5250000,chr12-29500000,0.5
chrX-29750000,chr12-29500000,0.25
chrY-89250000,chr12-29500000,0.125
chrY-89500000,chr12-29500000,0.16666666666666666
chr12-22250000,chr12-29750000,0.0625
chr12-23250000,chr12-29750000,0.05357142857142857
chr14-5000000,chr12-29750000,0.05
chrY-20250000,chr12-29750000,0.08333333333333333
chrY-38500000,chr12-29750000,1.0
chrX-123250000,chr12-30000000,0.058823529411764705
chrY-250000,chr12-30000000,0.07142857142857142
chrY-21750000,chr12-30000000,1.0
chrY-86750000,chr12-30000000,0.1
chr7-8750000,chr12-30250000,0.05555555555555555
chr12-22250000,chr12-30250000,0.125
chrX-148500000,chr12-30250000,0.08333333333333333
chrY-22500000,chr12-30250000,0.125
chrY-28750000,chr12-30250000,0.5
chrY-82000000,chr12-30250000,0.5
chr7-7750000,chr12-30500000,0.0625
chr12-23250000,chr12-30500000,0.07142857142857142
chrX-3500000,chr12-30750000,0.25
chrX-30750000,chr12-30750000,0.5
chrY-58250000,chr12-30750000,1.0
chrY-82000000,chr12-30750000,0.5
chr14-4500000,chr12-31000000,0.05555555555555555
chr14-42750000,chr12-31000000,0.1
chrY-38750000,chr12-31000000,0.25
chrY-79500000,chr12-31000000,1.0
chrY-81250000,chr12-31000000,1.0
chr12-22250000,chr12-31250000,0.0625
chr14-3250000,chr12-31250000,0.3333333333333333
chr14-5000000,chr12-31250000,0.05
chrY-84250000,chr12-31250000,0.25
chr12-22250000,chr12-31500000,0.0625
chrY-40000000,chr12-31500000,0.0625
chrY-53500000,chr12-31500000,1.0
chr7-7750000,chr12-31750000,0.0625
chrY-250000,chr12-31750000,0.07142857142857142
chrY-21250000,chr12-31750000,0.5
chrY-34750000,chr12-32000000,0.5
chrY-44500000,chr12-32000000,0.1
chr7-7750000,chr12-32250000,0.0625
chr7-8750000,chr12-32250000,0.05555555555555555
chr12-22250000,chr12-32250000,0.0625
chrX-4000000,chr12-32250000,0.06060606060606061
chrX-29750000,chr12-32250000,0.25
chrX-125750000,chr12-32250000,0.3333333333333333
chrY-21250000,chr12-32250000,0.5
chrY-42000000,chr12-32250000,0.0625
chrY-43500000,chr12-32250000,0.05555555555555555
chrY-42000000,chr12-32500000,0.0625
chrY-62000000,chr12-32500000,0.5
chr12-22250000,chr12-32750000,0.0625
chrX-28000000,chr12-32750000,0.5
chrX-30000000,chr12-32750000,0.5
chrX-148500000,chr12-32750000,0.08333333333333333
chrY-20250000,chr12-32750000,0.08333333333333333
chrY-38250000,chr12-32750000,0.5
chrX-28000000,chr12-33000000,0.5
chrX-148000000,chr12-33000000,0.16666666666666666
chrY-29250000,chr12-33000000,0.25
chrY-42000000,chr12-33000000,0.0625
chr12-22250000,chr12-33250000,0.0625
chrY-71750000,chr12-33250000,1.0
chrY-86750000,chr12-33250000,0.1
chrY-89500000,chr12-33250000,0.08333333333333333
chrX-30000000,chr12-33500000,0.5
chrY-13250000,chr12-33500000,0.5
chrY-43500000,chr12-33500000,0.05555555555555555
chrY-86750000,chr12-33500000,0.1
chr12-22250000,chr12-33750000,0.0625
chrY-35750000,chr12-33750000,0.5
chrY-44500000,chr12-33750000,0.1
chr12-22250000,chr12-34000000,0.125
chrX-54750000,chr12-34000000,0.5
chrX-148250000,chr12-34000000,1.0
chrY-20250000,chr12-34000000,0.08333333333333333
chrY-86750000,chr12-34000000,0.1
chrX-3500000,chr12-34250000,0.25
chrX-54750000,chr12-34250000,0.5
chrY-28250000,chr12-34250000,1.0
chrY-35500000,chr12-34250000,1.0
chrY-38000000,chr12-34250000,0.25
chrY-42250000,chr12-34500000,0.07142857142857142
chrX-30000000,chr12-34750000,0.5
chrX-55000000,chr12-34750000,0.25
chrY-44000000,chr12-34750000,0.08333333333333333
chrY-21250000,chr12-35000000,0.5
chrY-34750000,chr12-35000000,1.0
chrY-42250000,chr12-35000000,0.07142857142857142
chrY-44250000,chr12-35000000,0.1
chrY-47250000,chr12-35000000,1.0
chr14-3750000,chr12-35250000,0.07142857142857142
chrX-3500000,chr12-35250000,0.25
chrX-32750000,chr12-35250000,0.058823529411764705
chrY-22500000,chr12-35500000,0.125
chrY-44500000,chr12-35500000,0.1
chrY-87250000,chr12-35500000,0.08333333333333333
chrY-250000,chr12-35750000,0.07142857142857142
chrY-42000000,chr12-35750000,0.0625
chrY-42250000,chr12-35750000,0.07142857142857142
chrX-148500000,chr12-36000000,0.08333333333333333
chrY-77750000,chr12-36000000,0.5
chrY-88500000,chr12-36000000,0.25
chr14-3250000,chr12-36250000,0.3333333333333333
chrY-20750000,chr12-36250000,0.5
chrY-29000000,chr12-36250000,0.25
chrY-39000000,chr12-36250000,0.1
chrY-20250000,chr12-36500000,0.08333333333333333
chrY-79000000,chr12-36500000,1.0
chrY-89750000,chr12-36500000,0.25
chrY-90000000,chr12-36500000,0.125
chr3-113250000,chr12-36750000,0.25
chr4-61000000,chr12-36750000,0.05
chr12-22250000,chr12-36750000,0.0625
chrY-74250000,chr12-36750000,1.0
chrY-90250000,chr12-36750000,0.5
chrY-86750000,chr12-37000000,0.1
chrY-87750000,chr12-37000000,0.25
chrX-123250000,chr12-37250000,0.058823529411764705
chrY-86000000,chr12-37250000,0.5
chr12-22250000,chr12-37500000,0.0625
chrY-22250000,chr12-37500000,1.0
chr12-22250000,chr12-37750000,0.0625
chrY-250000,chr12-37750000,0.07142857142857142
chrY-20250000,chr12-37750000,0.08333333333333333
chrY-87250000,chr12-38000000,0.08333333333333333
chr14-3750000,chr12-38250000,0.07142857142857142
chrY-40750000,chr12-38250000,0.125
chrY-83500000,chr12-38250000,1.0
chr7-7750000,chr12-38750000,0.0625
chr12-22250000,chr12-38750000,0.0625
chrY-35250000,chr12-38750000,0.5
chrY-43500000,chr12-38750000,0.05555555555555555
chrY-87750000,chr12-38750000,0.25
chrY-250000,chr12-39000000,0.07142857142857142
chrY-82000000,chr12-39000000,0.5
chrX-35000000,chr12-39250000,0.25
chrY-69000000,chr12-39250000,1.0
chr12-23250000,chr12-39500000,0.05357142857142857
chrX-123750000,chr12-39500000,0.10714285714285714
chrY-28750000,chr12-39500000,0.5
chrY-39750000,chr12-39500000,0.25
chrY-42000000,chr12-39500000,0.0625
chr12-22250000,chr12-39750000,0.125
chrX-3500000,chr12-39750000,0.25
chrX-123250000,chr12-39750000,0.058823529411764705
chrX-123250000,chr12-40000000,0.058823529411764705
chrY-21750000,chr12-40000000,1.0
chrY-32250000,chr12-40000000,0.3333333333333333
chrY-75500000,chr12-40000000,0.25
chrY-84000000,chr12-40000000,0.5
chrY-89000000,chr12-40000000,0.5
chrY-89500000,chr12-40000000,0.08333333333333333
chrX-29750000,chr12-40500000,0.25
chrY-29000000,chr12-40500000,0.25
chrY-40000000,chr12-40500000,0.0625
chrY-43250000,chr12-40500000,0.05555555555555555
chr12-22250000,chr12-40750000,0.0625
chrY-34500000,chr12-40750000,0.5
chrY-46250000,chr12-40750000,1.0
chrY-89750000,chr12-40750000,0.25
chr4-42500000,chr12-41000000,0.05
chr12-22250000,chr12-41000000,0.125
chrY-22750000,chr12-41000000,1.0
chrY-89250000,chr12-41000000,0.125
chr4-61000000,chr12-41250000,0.05
chr12-22250000,chr12-41250000,0.0625
chrX-31250000,chr12-41250000,0.05
chrY-11750000,chr12-41250000,0.14285714285714285
chrY-86750000,chr12-41250000,0.1
chr4-42500000,chr12-41500000,0.05
chr7-7750000,chr12-41500000,0.0625
chrX-30000000,chr12-41500000,0.5
chrY-40000000,chr12-41500000,0.0625
chrY-40500000,chr12-41500000,0.5
chrY-80250000,chr12-41500000,1.0
chr12-22250000,chr12-41750000,0.0625
chrX-35000000,chr12-41750000,0.25
chrY-44500000,chr12-41750000,0.1
chrY-40500000,chr12-42000000,0.5
chrY-41500000,chr12-42000000,0.125
chrY-89000000,chr12-42000000,0.5
chrY-34750000,chr12-42250000,0.5
chrY-39750000,chr12-42250000,0.25
chrY-70500000,chr12-42250000,1.0
chr12-22250000,chr12-42500000,0.0625
chrY-75500000,chr12-42500000,0.25
chr14-5000000,chr12-42750000,0.05
chrY-22500000,chr12-43000000,0.125
chrY-36250000,chr12-43000000,1.0
chrY-86500000,chr12-43000000,0.25
chrY-20750000,chr12-43250000,0.5
chrY-35000000,chr12-43500000,0.5
chrY-88000000,chr12-43750000,0.125
chrY-90000000,chr12-43750000,0.125
chr12-22250000,chr12-44250000,0.0625
chrY-82750000,chr12-44250000,1.0
chr12-22250000,chr12-44500000,0.0625
chrY-46500000,chr12-44500000,1.0
chr12-22250000,chr12-44750000,0.0625
chrY-43250000,chr12-44750000,0.05555555555555555
chrY-75500000,chr12-44750000,0.25
chrY-87500000,chr12-44750000,0.16666666666666666
chrY-88750000,chr12-44750000,0.5
chrY-87250000,chr12-45000000,0.08333333333333333
chr12-22250000,chr12-45250000,0.0625
chrY-34500000,chr12-45250000,0.5
chrY-43250000,chr12-45250000,0.05555555555555555
chrY-88250000,chr12-45250000,0.16666666666666666
chrY-90000000,chr12-45250000,0.125
chrX-31250000,chr12-45500000,0.05
chrY-39000000,chr12-45500000,0.1
chrY-22500000,chr12-45750000,0.125
chrY-89000000,chr12-45750000,0.5
chrY-28750000,chr12-46000000,0.5
chr12-23250000,chr12-46250000,0.05357142857142857
chrY-40750000,chr12-46250000,0.125
chr14-42750000,chr12-46500000,0.1
chrY-250000,chr12-46500000,0.07142857142857142
chrY-73000000,chr12-46500000,0.5
chrX-31250000,chr12-46750000,0.05
chrY-14000000,chr12-46750000,1.0
chrY-28000000,chr12-46750000,0.5
chrY-71500000,chr12-46750000,1.0
chrY-90000000,chr12-46750000,0.125
chr7-20250000,chr12-47250000,0.5
chrY-43500000,chr12-47250000,0.05555555555555555
chrY-70750000,chr12-47250000,1.0
chr12-22250000,chr12-47500000,0.0625
chrY-42000000,chr12-47500000,0.0625
chrY-47250000,chr12-47500000,1.0
chrY-81500000,chr12-47500000,0.5
chr7-7750000,chr12-47750000,0.0625
chr12-23250000,chr12-47750000,0.05357142857142857
chrY-70500000,chr12-48000000,1.0
chrY-71500000,chr12-48000000,1.0
chr12-22250000,chr12-48250000,0.125
chr14-42750000,chr12-48250000,0.1
chrY-60000000,chr12-48250000,1.0
chrY-89750000,chr12-48250000,0.25
chr7-20250000,chr12-48500000,0.5
chrY-29250000,chr12-48500000,0.25
chrY-38000000,chr12-48500000,0.25
chr12-22250000,chr12-48750000,0.0625
chrX-123250000,chr12-48750000,0.058823529411764705
chrX-125750000,chr12-48750000,0.3333333333333333
chr12-22250000,chr12-49250000,0.125
chrY-76500000,chr12-49500000,0.5
chrX-28750000,chr12-49750000,0.5
chrY-23750000,chr12-49750000,0.5
chrY-41750000,chr12-49750000,0.25
chr12-22250000,chr12-50000000,0.0625
chrY-7750000,chr12-50000000,1.0
chr12-23250000,chr12-50250000,0.05357142857142857
chrX-123250000,chr12-50250000,0.058823529411764705
chrY-19500000,chr12-50250000,1.0
chrY-38500000,chr12-50250000,1.0
chrY-57750000,chr12-50250000,0.5
chr14-3750000,chr12-50500000,0.07142857142857142
chr14-3750000,chr12-50750000,0.14285714285714285
chrX-148000000,chr12-50750000,0.16666666666666666
chrY-0,chr12-50750000,0.3333333333333333
chrY-250000,chr12-50750000,0.07142857142857142
chrY-42500000,chr12-50750000,0.25
chrY-88750000,chr12-50750000,0.5
chrX-30250000,chr12-51000000,0.5
chrY-44500000,chr12-51000000,0.1
chr12-22250000,chr12-51250000,0.0625
chrX-28750000,chr12-51250000,0.5
chrY-31750000,chr12-51250000,0.5
chr7-8750000,chr12-51750000,0.05555555555555555
chr14-5250000,chr12-51750000,0.5
chrX-148500000,chr12-52000000,0.08333333333333333
chrY-15750000,chr12-52000000,0.5
chrY-39750000,chr12-52000000,0.25
chrY-83000000,chr12-52000000,0.25
chr14-42750000,chr12-52250000,0.1
chrY-21250000,chr12-52250000,0.5
chrY-28750000,chr12-52250000,0.5
chrY-38500000,chr12-52250000,1.0
chrY-43750000,chr12-52250000,0.16666666666666666
chrX-35000000,chr12-52500000,0.25
chrY-79750000,chr12-52500000,1.0
chrY-89250000,chr12-52500000,0.125
chr7-22250000,chr12-52750000,0.5
chr12-22250000,chr12-53000000,0.0625
chr12-22250000,chr12-53250000,0.0625
chrY-77500000,chr12-53250000,0.5
chrY-90250000,chr12-53250000,0.5
chr7-7750000,chr12-53500000,0.0625
chr14-42750000,chr12-53500000,0.1
chrY-20250000,chr12-53500000,0.08333333333333333
chrY-41750000,chr12-53500000,0.25
chr5-11500000,chr12-53750000,0.058823529411764705
chr12-22250000,chr12-53750000,0.0625
chr12-22250000,chr12-54000000,0.0625
chrX-35000000,chr12-54000000,0.25
chrY-22000000,chr12-54250000,1.0
chr12-22250000,chr12-54500000,0.125
chrY-36250000,chr12-54500000,1.0
chr12-55000000,chr12-54750000,0.061033519553072624
chrX-55000000,chr12-54750000,0.25
chrY-70000000,chr12-54750000,1.0
chrX-35000000,chr12-55250000,0.25
chrX-148500000,chr12-55250000,0.08333333333333333
chrX-149000000,chr12-55250000,0.25
chrY-20750000,chr12-55250000,0.5
chrY-40750000,chr12-55250000,0.125
chrY-43250000,chr12-55250000,0.05555555555555555
chrY-87750000,chr12-55250000,0.25
chrY-88750000,chr12-55250000,0.5
chr12-22250000,chr12-55500000,0.0625
chrX-123250000,chr12-55500000,0.058823529411764705
chrY-36250000,chr12-55500000,1.0
chrY-57750000,chr12-55500000,0.5
chrY-68000000,chr12-55500000,0.5
chr7-7750000,chr12-55750000,0.0625
chr14-42750000,chr12-55750000,0.1
chrY-73250000,chr12-55750000,1.0
chrY-86000000,chr12-55750000,0.5
chr12-22250000,chr12-56000000,0.0625
chrY-59750000,chr12-56000000,1.0
chrY-0,chr12-56250000,0.3333333333333333
chrY-23000000,chr12-56250000,1.0
chrY-28250000,chr12-56250000,0.5
chrY-53750000,chr12-56250000,1.0
chr2-176500000,chr12-56500000,0.06666666666666667
chr12-22250000,chr12-56500000,0.0625
chrX-28000000,chr12-56500000,0.5
chrX-35000000,chr12-56500000,0.25
chrX-148500000,chr12-56500000,0.08333333333333333
chr4-42500000,chr12-56750000,0.05
chrX-35000000,chr12-56750000,0.25
chrY-40000000,chr12-56750000,0.0625
chrY-43250000,chr12-56750000,0.05555555555555555
chrY-57750000,chr12-56750000,0.5
chr4-61000000,chr12-57000000,0.05
chr12-22250000,chr12-57000000,0.0625
chrX-28750000,chr12-57000000,0.5
chrY-22500000,chr12-57000000,0.125
chr7-22250000,chr12-57250000,0.5
chrX-125750000,chr12-57250000,0.3333333333333333
chrY-38250000,chr12-57250000,0.5
chrY-53750000,chr12-57250000,1.0
chr14-5000000,chr12-57500000,0.05
chrX-32750000,chr12-57500000,0.058823529411764705
chrY-31250000,chr12-57750000,1.0
chrY-38000000,chr12-57750000,0.25
chrY-42250000,chr12-58000000,0.07142857142857142
chrY-88750000,chr12-58000000,0.5
chr4-42500000,chr12-58250000,0.05
chr7-20250000,chr12-58500000,0.5
chrX-3500000,chr12-58500000,0.25
chrY-41500000,chr12-58500000,0.125
chrY-83500000,chr12-58500000,1.0
chrY-87250000,chr12-58500000,0.08333333333333333
chrY-89000000,chr12-58500000,0.5
chrY-90000000,chr12-58500000,0.125
chr12-22250000,chr12-58750000,0.125
chr14-42750000,chr12-59000000,0.1
chrX-148500000,chr12-59000000,0.08333333333333333
chr7-8750000,chr12-59250000,0.05555555555555555
chr7-22250000,chr12-59250000,0.5
chr12-22250000,chr12-59250000,0.0625
chrY-39500000,chr12-59250000,0.125
chrY-43500000,chr12-59500000,0.05555555555555555
chrY-87250000,chr12-59500000,0.08333333333333333
chr12-22250000,chr12-60000000,0.0625
chrY-38250000,chr12-60000000,0.5
chrY-89500000,chr12-60000000,0.08333333333333333
chr12-22250000,chr12-60250000,0.0625
chrY-83500000,chr12-60250000,1.0
chrX-28250000,chr12-60500000,0.5
