chr_name,chr_start,chr_end,annot_name
chr2,131848460,131848690,Erv3
chr2,131828710,131830030,Prnp
chr2,131830190,131831040,Prnp
chr2,131828710,131830030,Rassf2
chr2,131830190,131831040,Rassf2
chr2,131848460,131848690,Rassf2
chr2,131828710,131830030,Gm14052
chr2,131830190,131831040,Gm14052
chr2,131848460,131848690,Gm14052
chr2,131828710,131830030,Slc23a2
chr2,131848460,131848690,Slc23a2
chr2,131830190,131831040,5730494N06Rik
chr2,131848460,131848690,Pcna
chr2,132703950,132706020,Gpcpd1
chr2,132703950,132706020,Rpl23a-ps4
chr2,132703950,132706020,Gm14098
chr2,132703950,132706020,Trmt6
chr2,132703950,132706020,Mcm8
chr2,132703950,132706020,Crls1
chr2,132703950,132706020,Lrrn4
chr2,143666250,143667400,Gm11654
chr2,143666250,143667400,Bfsp1
chr2,143938410,143938610,Bfsp1
chr2,143666250,143667400,Dstn
chr2,143666250,143667400,Rrbp1
chr2,143938410,143938610,Rrbp1
chr2,144049800,144051390,Rrbp1
chr2,144058790,144060090,Rrbp1
chr2,144065180,144067100,Rrbp1
chr2,144070360,144072540,Rrbp1
chr2,144063620,144064980,Rrbp1
chr2,143938410,143938610,Gm11688
chr2,144049800,144051390,Gm11688
chr2,144058790,144060090,Gm11688
chr2,144065180,144067100,Gm11688
chr2,144070360,144072540,Gm11688
chr2,144063620,144064980,Gm11688
chr2,144049800,144051390,8430406I07Rik
chr2,144065180,144067100,8430406I07Rik
chr2,144070360,144072540,8430406I07Rik
chr2,144063620,144064980,8430406I07Rik
chr2,144049800,144051390,Snx5
chr2,144058790,144060090,Snx5
chr2,144065180,144067100,Snx5
chr2,144070360,144072540,Snx5
chr2,144063620,144064980,Snx5
chr2,144049800,144051390,Gm11701
chr2,144058790,144060090,Gm11701
chr2,144065180,144067100,Gm11701
chr2,144063620,144064980,Gm11701
chr2,143938410,143938610,Zfp133-ps
chr2,144049800,144051390,Zfp133-ps
chr2,144065180,144067100,Zfp133-ps
chr2,144070360,144072540,Zfp133-ps
chr2,144063620,144064980,Zfp133-ps
chr2,144049800,144051390,6330439K17Rik
chr2,144058790,144060090,6330439K17Rik
chr2,144065180,144067100,6330439K17Rik
chr2,144070360,144072540,6330439K17Rik
chr2,144063620,144064980,6330439K17Rik
chr2,144049800,144051390,Polr3f
chr2,144049800,144051390,Rbbp9
chr2,144058790,144060090,Rbbp9
chr2,144065180,144067100,Rbbp9
chr2,144070360,144072540,Rbbp9
chr2,144063620,144064980,Rbbp9
chr2,144049800,144051390,Sec23b
chr2,144058790,144060090,Sec23b
chr2,144070360,144072540,Sec23b
chr2,144063620,144064980,Sec23b
chr2,144827800,144828180,Gm11743
chr2,146023460,146024250,Naa20
chr2,146023460,146024250,Insm1
chr2,151825670,151827590,Psmf1
chr2,151825670,151827590,Fam110a
chr2,151825670,151827590,Slc52a3
chr2,151825670,151827590,Scrt2
chr2,151825670,151827590,Csnk2a1
chr2,152185060,152187530,Csnk2a1
chr2,151825670,151827590,Tbc1d20
chr2,152185060,152187530,Tbc1d20
chr2,152185060,152187530,Rbck1
chr2,152185060,152187530,Trib3
chr2,152185060,152187530,Gm14165
chr2,152185060,152187530,Nrsn2
chr2,152185060,152187530,Sox12
chr2,152185060,152187530,Zcchc3
chr2,152600660,152601740,Zcchc3
chr2,152185060,152187530,6820408C15Rik
chr2,152600660,152601740,H13
chr2,152614130,152616310,H13
chr2,152643370,152644080,H13
chr2,152185060,152187530,Mcts2
chr2,152600660,152601740,Mcts2
chr2,152614130,152616310,Mcts2
chr2,152619840,152620690,Mcts2
chr2,152639930,152640710,Mcts2
chr2,152643370,152644080,Mcts2
chr2,152600660,152601740,Id1
chr2,152614130,152616310,Id1
chr2,152619840,152620690,Id1
chr2,152639930,152640710,Id1
chr2,152643370,152644080,Id1
chr2,152828090,152828630,Id1
chr2,152908960,152910990,Id1
chr2,152917370,152918980,Id1
chr2,152600660,152601740,Cox4i2
chr2,152600660,152601740,Bcl2l1
chr2,152619840,152620690,Bcl2l1
chr2,152643370,152644080,Bcl2l1
chr2,152951570,152952890,Bcl2l1
chr2,152600660,152601740,Tpx2
chr2,152614130,152616310,Tpx2
chr2,152619840,152620690,Tpx2
chr2,152639930,152640710,Tpx2
chr2,152643370,152644080,Tpx2
chr2,152828090,152828630,Tpx2
chr2,152908960,152910990,Tpx2
chr2,152915790,152917310,Tpx2
chr2,152917370,152918980,Tpx2
chr2,152951570,152952890,Tpx2
chr2,152878650,152879750,Tpx2
chr2,152643370,152644080,Mylk2
chr2,152600660,152601740,Dusp15
chr2,152915790,152917310,Dusp15
chr2,152917370,152918980,Dusp15
chr2,152828090,152828630,Ttll9
chr2,152915790,152917310,Ttll9
chr2,152917370,152918980,Ttll9
chr2,152951570,152952890,Ttll9
chr2,152600660,152601740,Pdrg1
chr2,152619840,152620690,Pdrg1
chr2,152828090,152828630,Pdrg1
chr2,152908960,152910990,Pdrg1
chr2,152915790,152917310,Pdrg1
chr2,152917370,152918980,Pdrg1
chr2,152951570,152952890,Pdrg1
chr2,152878650,152879750,Pdrg1
chr2,152600660,152601740,BC020535
chr2,152643370,152644080,BC020535
chr2,152828090,152828630,BC020535
chr2,152908960,152910990,BC020535
chr2,152915790,152917310,BC020535
chr2,152917370,152918980,BC020535
chr2,152951570,152952890,BC020535
chr2,152878650,152879750,BC020535
chr2,152828090,152828630,Hck
chr2,152908960,152910990,Hck
chr2,152614130,152616310,Tm9sf4
chr2,152619840,152620690,Tm9sf4
chr2,152639930,152640710,Tm9sf4
chr2,152643370,152644080,Tm9sf4
chr2,152828090,152828630,Tm9sf4
chr2,152908960,152910990,Tm9sf4
chr2,152915790,152917310,Tm9sf4
chr2,152917370,152918980,Tm9sf4
chr2,152951570,152952890,Tm9sf4
chr2,152878650,152879750,Tm9sf4
chr2,152828090,152828630,Tspyl3
chr2,152908960,152910990,Tspyl3
chr2,152915790,152917310,Tspyl3
chr2,152917370,152918980,Tspyl3
chr2,152951570,152952890,Tspyl3
chr2,152878650,152879750,Tspyl3
chr2,152828090,152828630,Plagl2
chr2,152908960,152910990,Plagl2
chr2,152915790,152917310,Plagl2
chr2,152917370,152918980,Plagl2
chr2,152828090,152828630,Pofut1
chr2,152908960,152910990,Pofut1
chr2,152915790,152917310,Pofut1
chr2,152917370,152918980,Pofut1
chr2,152951570,152952890,Pofut1
chr2,152878650,152879750,Pofut1
chr2,152828090,152828630,Kif3b
chr2,152828090,152828630,Asxl1
chr2,152908960,152910990,Asxl1
chr2,152915790,152917310,Asxl1
chr2,152917370,152918980,Asxl1
chr2,152951570,152952890,Asxl1
chr2,152878650,152879750,Asxl1
chr2,155800210,155801400,Fam83c
chr2,155800210,155801400,Uqcc
chr2,155800210,155801400,Cep250
chr2,155800210,155801400,6430550D23Rik
chr2,155800210,155801400,Ergic3
chr2,155800210,155801400,Fer1l4
chr2,155800210,155801400,Spag4
chr2,156888630,156890490,Sla2
chr2,156888630,156890490,Ndrg3
chr2,156888630,156890490,Gm14276
chr2,156888630,156890490,Dsn1
chr2,156888630,156890490,9830001H06Rik
chr2,156888630,156890490,Samhd1
chr2,156888630,156890490,Gm14277
chr2,156888630,156890490,4922505G16Rik
chr2,157521720,157522550,Manbal
chr2,157521720,157522550,Nnat
chr2,157643210,157645180,Nnat
chr2,157643210,157645180,Tti1
chr2,157991730,157993980,Tti1
chr2,157991730,157993980,Tgm2
chr2,158492560,158492870,Snhg11
chr2,158558570,158559710,Snhg11
chr2,157991730,157993980,Gm14200
chr2,158492560,158492870,Gm14200
chr2,158492560,158492870,Actr5
chr2,158558570,158559710,Actr5
chr2,158559780,158561420,Actr5
chr2,158492560,158492870,Ppp1r16b
chr2,158558570,158559710,Ppp1r16b
chr2,158559780,158561420,Ppp1r16b
chr2,158492560,158492870,Fam83d
chr2,158558570,158559710,Fam83d
chr2,158559780,158561420,Fam83d
chr2,158558570,158559710,Dhx35
chr2,158559780,158561420,Dhx35
chr2,160566340,160567570,Top1
chr2,160581740,160582270,Top1
chr2,160582700,160582940,Top1
chr2,160583010,160583410,Top1
chr2,160566340,160567570,Plcg1
chr2,160581740,160582270,Plcg1
chr2,160582700,160582940,Plcg1
chr2,160583010,160583410,Plcg1
chr2,160581740,160582270,Gm11447
chr2,160566340,160567570,Zhx3
chr2,160581740,160582270,Zhx3
chr2,160582700,160582940,Zhx3
chr2,160583010,160583410,Zhx3
chr2,163428150,163430200,3230401D17Rik
chr2,163428150,163430200,Ttpal
chr2,163541570,163543380,Ttpal
chr2,163428150,163430200,Serinc3
chr2,163541570,163543380,Serinc3
chr2,163428150,163430200,Pkig
chr2,163541570,163543380,Pkig
chr2,163428150,163430200,Ada
chr2,163541570,163543380,Ada
chr2,163428150,163430200,Kcnk15
chr2,163541570,163543380,Kcnk15
chr2,164247230,164249640,Wfdc15a
chr2,164247230,164249640,Slpi
chr2,164247230,164249640,Rbpjl
chr2,164247230,164249640,Matn4
chr2,164247230,164249640,Sdc4
chr2,164247230,164249640,Sys1
chr2,164247230,164249640,Gm20458
chr2,164247230,164249640,Trp53tg5
chr2,164247230,164249640,Dbndd2
chr2,164247230,164249640,Pigt
chr2,164247230,164249640,Gm11456
chr2,164708020,164708270,Snx21
chr2,164708020,164708270,Ctsa
chr2,164708020,164708270,Pltp
chr2,164708020,164708270,Mmp9
chr2,165477790,165480100,Slc35c2
chr2,165481030,165483520,Ocstamp
chr2,165477790,165480100,Ocstamp
chr2,165481030,165483520,2810408M09Rik
chr2,165618460,165619890,2810408M09Rik
chr2,165477790,165480100,2810408M09Rik
chr2,165618460,165619890,Eya2
chr2,165775100,165775980,Eya2
chr2,165477790,165480100,Eya2
chr2,165481030,165483520,Gm11460
chr2,165618460,165619890,Gm11460
chr2,165477790,165480100,Gm11460
chr2,165481030,165483520,Zmynd8
chr2,165612740,165614440,Zmynd8
chr2,165775100,165775980,Zmynd8
chr2,165477790,165480100,Zmynd8
chr2,165775100,165775980,Ncoa3
chr2,165477790,165480100,Ncoa3
chr2,166178100,166180410,Prex1
chr2,166180950,166182230,Prex1
chr2,166251740,166253900,Prex1
chr2,166313220,166313470,Prex1
chr2,166316940,166319190,Prex1
chr2,166374430,166376080,Prex1
chr2,166446830,166447010,Prex1
chr2,166447650,166449790,Prex1
chr2,166452380,166454110,Prex1
chr2,166455360,166457040,Prex1
chr2,166478280,166479810,Prex1
chr2,166650270,166652420,Prex1
chr2,166652450,166653040,Prex1
chr2,166313900,166315660,Prex1
chr2,166444650,166446670,Prex1
chr2,166251740,166253900,Trp53rk
chr2,166313220,166313470,Trp53rk
chr2,166316940,166319190,Trp53rk
chr2,166374430,166376080,Trp53rk
chr2,166446830,166447010,Trp53rk
chr2,166447650,166449790,Trp53rk
chr2,166452380,166454110,Trp53rk
chr2,166478280,166479810,Trp53rk
chr2,166650270,166652420,Trp53rk
chr2,166652450,166653040,Trp53rk
chr2,166313900,166315660,Trp53rk
chr2,166444650,166446670,Trp53rk
chr2,166313220,166313470,Arfgef2
chr2,166316940,166319190,Arfgef2
chr2,166374430,166376080,Arfgef2
chr2,166447650,166449790,Arfgef2
chr2,166452380,166454110,Arfgef2
chr2,166455360,166457040,Arfgef2
chr2,166478280,166479810,Arfgef2
chr2,166652450,166653040,Arfgef2
chr2,166313900,166315660,Arfgef2
chr2,166444650,166446670,Arfgef2
chr2,166374430,166376080,Cse1l
chr2,166447650,166449790,Cse1l
chr2,166452380,166454110,Cse1l
chr2,166478280,166479810,Cse1l
chr2,166650270,166652420,Cse1l
chr2,166652450,166653040,Cse1l
chr2,166906910,166908060,Cse1l
chr2,166970020,166970690,Cse1l
chr2,167096600,167097490,Cse1l
chr2,167098370,167099160,Cse1l
chr2,166444650,166446670,Cse1l
chr2,166903680,166905640,Cse1l
chr2,166650270,166652420,Stau1
chr2,166652450,166653040,Stau1
chr2,166906910,166908060,Stau1
chr2,166970020,166970690,Stau1
chr2,167093070,167095340,Stau1
chr2,167096600,167097490,Stau1
chr2,167098370,167099160,Stau1
chr2,167160390,167162080,Stau1
chr2,166903680,166905640,Stau1
chr2,166650270,166652420,1500012F01Rik
chr2,166652450,166653040,1500012F01Rik
chr2,166906910,166908060,1500012F01Rik
chr2,166970020,166970690,1500012F01Rik
chr2,167026440,167028370,1500012F01Rik
chr2,167093070,167095340,1500012F01Rik
chr2,167096600,167097490,1500012F01Rik
chr2,167098370,167099160,1500012F01Rik
chr2,167160390,167162080,1500012F01Rik
chr2,166903680,166905640,1500012F01Rik
chr2,166906910,166908060,Znfx1
chr2,166970020,166970690,Znfx1
chr2,167026440,167028370,Znfx1
chr2,167093070,167095340,Znfx1
chr2,167096600,167097490,Znfx1
chr2,167098370,167099160,Znfx1
chr2,166903680,166905640,Znfx1
chr2,166906910,166908060,Gm11472
chr2,166970020,166970690,Gm11472
chr2,167026440,167028370,Gm11472
chr2,167093070,167095340,Gm11472
chr2,167096600,167097490,Gm11472
chr2,167098370,167099160,Gm11472
chr2,166903680,166905640,Gm11472
chr2,166970020,166970690,Kcnb1
chr2,167026440,167028370,Kcnb1
chr2,167093070,167095340,Kcnb1
chr2,167096600,167097490,Kcnb1
chr2,167098370,167099160,Kcnb1
chr2,167160390,167162080,Kcnb1
chr2,167093070,167095340,B4galt5
chr2,167096600,167097490,B4galt5
chr2,167098370,167099160,B4galt5
chr2,167160390,167162080,B4galt5
chr2,166906910,166908060,Slc9a8
chr2,166970020,166970690,Slc9a8
chr2,167093070,167095340,Slc9a8
chr2,167096600,167097490,Slc9a8
chr2,167098370,167099160,Slc9a8
chr2,167160390,167162080,Slc9a8
chr2,167474200,167475430,Slc9a8
chr2,166903680,166905640,Slc9a8
chr2,167476710,167478310,Slc9a8
chr2,166970020,166970690,Rnf114
chr2,167026440,167028370,Rnf114
chr2,167093070,167095340,Rnf114
chr2,167096600,167097490,Rnf114
chr2,167098370,167099160,Rnf114
chr2,167160390,167162080,Rnf114
chr2,167474200,167475430,Rnf114
chr2,167484570,167486870,Rnf114
chr2,167571800,167574220,Rnf114
chr2,167629070,167629860,Rnf114
chr2,167629960,167632230,Rnf114
chr2,167476710,167478310,Rnf114
chr2,167093070,167095340,Spata2
chr2,167096600,167097490,Spata2
chr2,167098370,167099160,Spata2
chr2,167160390,167162080,Spata2
chr2,167474200,167475430,Spata2
chr2,167484570,167486870,Spata2
chr2,167571800,167574220,Spata2
chr2,167476710,167478310,Spata2
chr2,167093070,167095340,Snai1
chr2,167098370,167099160,Snai1
chr2,167160390,167162080,Snai1
chr2,167484570,167486870,Snai1
chr2,167571800,167574220,Snai1
chr2,167629070,167629860,Snai1
chr2,167629960,167632230,Snai1
chr2,167476710,167478310,Snai1
chr2,167160390,167162080,Ube2v1
chr2,167474200,167475430,Ube2v1
chr2,167484570,167486870,Ube2v1
chr2,167571800,167574220,Ube2v1
chr2,167629070,167629860,Ube2v1
chr2,167629960,167632230,Ube2v1
chr2,167735340,167736250,Ube2v1
chr2,167476710,167478310,Ube2v1
chr2,167474200,167475430,Gm20431
chr2,167484570,167486870,Gm20431
chr2,167571800,167574220,Gm20431
chr2,167629070,167629860,Gm20431
chr2,167629960,167632230,Gm20431
chr2,167735340,167736250,Gm20431
chr2,167476710,167478310,Gm20431
chr2,167160390,167162080,Cebpb
chr2,167474200,167475430,Cebpb
chr2,167484570,167486870,Cebpb
chr2,167571800,167574220,Cebpb
chr2,167629070,167629860,Cebpb
chr2,167629960,167632230,Cebpb
chr2,167735340,167736250,Cebpb
chr2,167476710,167478310,Cebpb
chr2,167160390,167162080,Tmem189
chr2,167474200,167475430,Tmem189
chr2,167484570,167486870,Tmem189
chr2,167571800,167574220,Tmem189
chr2,167629070,167629860,Tmem189
chr2,167629960,167632230,Tmem189
chr2,167735340,167736250,Tmem189
chr2,167476710,167478310,Tmem189
chr2,167484570,167486870,Ptpn1
chr2,167571800,167574220,Ptpn1
chr2,167629070,167629860,Ptpn1
chr2,167629960,167632230,Ptpn1
chr2,167735340,167736250,Ptpn1
chr2,167476710,167478310,Ptpn1
chr2,168264040,168265490,Pard6b
chr2,167735340,167736250,RP23-391M18.7
chr2,168145660,168147520,RP23-391M18.7
chr2,168264040,168265490,RP23-391M18.7
chr2,168145660,168147520,Mocs3
chr2,168264040,168265490,Mocs3
chr2,167735340,167736250,Kcng1
chr2,168145660,168147520,Kcng1
chr2,168264040,168265490,Kcng1
chr2,169340600,169341670,Gm11011
chr2,169993400,169995580,Zfp217
chr2,172848880,172850260,Bmp7
chr2,172851720,172852670,Bmp7
chr2,172857150,172859000,Bmp7
chr2,172871220,172873330,Bmp7
chr2,172848880,172850260,Spo11
chr2,172851720,172852670,Spo11
chr2,172857150,172859000,Spo11
chr2,172871220,172873330,Spo11
chr2,172848880,172850260,Rae1
chr2,172851720,172852670,Rae1
chr2,172857150,172859000,Rae1
chr2,172871220,172873330,Rae1
chr2,173132310,173133400,Rae1
chr2,173162590,173163560,Rae1
chr2,172848880,172850260,Rbm38
chr2,172851720,172852670,Rbm38
chr2,172857150,172859000,Rbm38
chr2,172871220,172873330,Rbm38
chr2,172848880,172850260,Ctcfl
chr2,172851720,172852670,Ctcfl
chr2,172857150,172859000,Ctcfl
chr2,172871220,172873330,Ctcfl
chr2,173132310,173133400,Ctcfl
chr2,173162590,173163560,Ctcfl
chr2,173202620,173204590,Ctcfl
chr2,173234140,173235940,Ctcfl
chr2,173290170,173292040,Ctcfl
chr2,173294480,173295820,Ctcfl
chr2,173276800,173278620,Ctcfl
chr2,172848880,172850260,Pck1
chr2,172851720,172852670,Pck1
chr2,172857150,172859000,Pck1
chr2,173132310,173133400,Pck1
chr2,173162590,173163560,Pck1
chr2,173202620,173204590,Pck1
chr2,173234140,173235940,Pck1
chr2,173290170,173292040,Pck1
chr2,173294480,173295820,Pck1
chr2,173210060,173212310,Pck1
chr2,173276800,173278620,Pck1
chr2,172871220,172873330,Zbp1
chr2,173132310,173133400,Zbp1
chr2,173162590,173163560,Zbp1
chr2,173202620,173204590,Zbp1
chr2,173234140,173235940,Zbp1
chr2,173290170,173292040,Zbp1
chr2,173294480,173295820,Zbp1
chr2,173210060,173212310,Zbp1
chr2,173276800,173278620,Zbp1
chr2,173132310,173133400,Pmepa1
chr2,173132310,173133400,Ppp4r1l-ps
chr2,173162590,173163560,Ppp4r1l-ps
chr2,173202620,173204590,Ppp4r1l-ps
chr2,173234140,173235940,Ppp4r1l-ps
chr2,173290170,173292040,Ppp4r1l-ps
chr2,173294480,173295820,Ppp4r1l-ps
chr2,173210060,173212310,Ppp4r1l-ps
chr2,173276800,173278620,Ppp4r1l-ps
chr2,173132310,173133400,Rab22a
chr2,173162590,173163560,Rab22a
chr2,173202620,173204590,Rab22a
chr2,173234140,173235940,Rab22a
chr2,173290170,173292040,Rab22a
chr2,173210060,173212310,Rab22a
chr2,173202620,173204590,Vapb
chr2,173234140,173235940,Vapb
chr2,173290170,173292040,Vapb
chr2,173294480,173295820,Vapb
chr2,173210060,173212310,Vapb
chr2,173276800,173278620,Vapb
chr2,180178970,180181040,Osbpl2
chr2,180178970,180181040,Cables2
chr2,180178970,180181040,Slco4a1
chr2,180178970,180181040,Ogfr
chr2,181651820,181654160,Prpf6
chr2,181662360,181664300,Prpf6
chr2,181664770,181666630,Prpf6
chr2,181651820,181654160,Samd10
chr2,181662360,181664300,Samd10
chr2,181664770,181666630,Samd10
chr2,181662360,181664300,Tcea2
chr2,181747120,181748200,Tcea2
chr2,181662360,181664300,Rgs19
chr2,181662360,181664300,Pcmtd2
chr2,181664770,181666630,Pcmtd2
chr2,181651820,181654160,Polr3k
chr2,181662360,181664300,Polr3k
chr2,181747120,181748200,Polr3k
chr2,181664770,181666630,Polr3k
chr2,181651820,181654160,Gm5466
chr2,181662360,181664300,Gm5466
chr2,181747120,181748200,Gm5466
chr2,181664770,181666630,Gm5466
chr3,8244400,8246880,Stmn2
chr3,8960960,8962230,Gm15467
chr3,8960960,8962230,Gm15466
chr3,8960960,8962230,Tpd52
chr3,9546840,9547590,Pag1
chr3,9864050,9866120,Pag1
chr3,9987650,9988440,Pag1
chr3,9862450,9863900,Pag1
chr3,9864050,9866120,Fabp5
chr3,9987650,9988440,Fabp5
chr3,9862450,9863900,Fabp5
chr3,9864050,9866120,Fabp4
chr3,9987650,9988440,Fabp4
chr3,9862450,9863900,Fabp4
chr3,27171340,27173190,Nceh1
chr3,27171340,27173190,Tnfsf10
chr3,37702930,37705120,Gm12564
chr3,37702930,37705120,Gm12565
chr3,41408910,41409920,Sclt1
chr3,41408910,41409920,D3Ertd751e
chr3,51547780,51549710,Setd7
chr3,51569820,51570900,Setd7
chr3,51547780,51549710,Mgst2
chr3,51569820,51570900,Mgst2
chr3,51547780,51549710,Maml3
chr3,51569820,51570900,Maml3
chr3,51685080,51687330,Maml3
chr3,52200100,52200700,Maml3
chr3,52201260,52201620,Maml3
chr3,52271830,52272310,Maml3
chr3,52358080,52360580,Maml3
chr3,52247350,52249220,Maml3
chr3,52200100,52200700,Foxo1
chr3,52201260,52201620,Foxo1
chr3,52442990,52443490,Foxo1
chr3,52247350,52249220,Foxo1
chr3,53781270,53781800,Gm10985
chr3,53778900,53779480,Ufm1
chr3,53781270,53781800,Ufm1
chr3,67296080,67296850,Gm17402
chr3,67296080,67296850,Gfm1
chr3,67301860,67303780,Gfm1
chr3,67296080,67296850,Lxn
chr3,67301860,67303780,Rarres1
chr3,67296080,67296850,Mfsd1
chr3,67301860,67303780,Mfsd1
chr3,68593140,68594340,Il12a
chr3,68593140,68594340,Gm10040
chr3,68593140,68594340,RP24-399B3.3
chr3,68593140,68594340,RP24-399B3.1
chr3,87228620,87229480,Gm10705
chr3,87228620,87229480,Cd5l
chr3,87228620,87229480,Fcrl1
chr3,87228620,87229480,Fcrl5
chr3,87315800,87317070,Fcrl5
chr3,87228620,87229480,Etv3
chr3,87315800,87317070,Etv3
chr3,87332020,87333140,Etv3
chr3,87333260,87334780,Etv3
chr3,87228620,87229480,Arhgef11
chr3,87315800,87317070,Arhgef11
chr3,87332020,87333140,Arhgef11
chr3,87333260,87334780,Arhgef11
chr3,87332020,87333140,Insrr
chr3,87333260,87334780,Insrr
chr3,87315800,87317070,Pear1
chr3,88198490,88199820,Gpatch4
chr3,88198490,88199820,Mef2d
chr3,88198490,88199820,0610031J06Rik
chr3,88198490,88199820,Paqr6
chr3,88198490,88199820,Bglap-rs1
chr3,88198490,88199820,Bglap
chr3,88198490,88199820,Pmf1
chr3,88198490,88199820,Slc25a44
chr3,88198490,88199820,Sema4a
chr3,88198490,88199820,Lamtor2
chr3,88198490,88199820,Ssr2
chr3,88198490,88199820,Rxfp4
chr3,94719420,94720630,Snx27
chr3,94719420,94720630,Gm15263
chr3,94719420,94720630,Pogz
chr3,94719420,94720630,Psmb4
chr3,94719420,94720630,Selenbp1
chr3,94719420,94720630,Rfx5
chr3,94719420,94720630,Pi4kb
chr3,95036580,95037400,Pi4kb
chr3,94719420,94720630,Psmd4
chr3,95036580,95037400,Psmd4
chr3,95037500,95038170,Psmd4
chr3,95096640,95097540,Psmd4
chr3,95097680,95098710,Psmd4
chr3,94719420,94720630,Pip5k1a
chr3,95097680,95098710,Pip5k1a
chr3,95037500,95038170,Tmod4
chr3,94719420,94720630,Scnm1
chr3,95036580,95037400,Scnm1
chr3,95037500,95038170,Scnm1
chr3,95096200,95096540,Scnm1
chr3,95096640,95097540,Scnm1
chr3,95097680,95098710,Scnm1
chr3,94719420,94720630,Tnfaip8l2
chr3,95036580,95037400,Tnfaip8l2
chr3,95037500,95038170,Tnfaip8l2
chr3,95096200,95096540,Tnfaip8l2
chr3,95096640,95097540,Tnfaip8l2
chr3,95097680,95098710,Tnfaip8l2
chr3,95036580,95037400,Sema6c
chr3,95037500,95038170,Sema6c
chr3,95096640,95097540,Sema6c
chr3,95097680,95098710,Sema6c
chr3,95097680,95098710,Gabpb2
chr3,95036580,95037400,Mllt11
chr3,95037500,95038170,Mllt11
chr3,95096200,95096540,Mllt11
chr3,95096640,95097540,Mllt11
chr3,95097680,95098710,Mllt11
chr3,95036580,95037400,Cdc42se1
chr3,95037500,95038170,Cdc42se1
chr3,95096200,95096540,Cdc42se1
chr3,95096640,95097540,Cdc42se1
chr3,95097680,95098710,Cdc42se1
chr3,95036580,95037400,Gm128
chr3,95037500,95038170,Gm128
chr3,95096640,95097540,Gm128
chr3,95097680,95098710,Gm128
chr3,95036580,95037400,Bnipl
chr3,95037500,95038170,Bnipl
chr3,95096200,95096540,Bnipl
chr3,95036580,95037400,Anxa9
chr3,95037500,95038170,Anxa9
chr3,95096200,95096540,Anxa9
chr3,95096640,95097540,Anxa9
chr3,95097680,95098710,Anxa9
chr3,95036580,95037400,Lass2
chr3,95037500,95038170,Lass2
chr3,95096200,95096540,Lass2
chr3,95096640,95097540,Lass2
chr3,95097680,95098710,Lass2
chr3,95036580,95037400,Setdb1
chr3,95037500,95038170,Setdb1
chr3,95096200,95096540,Setdb1
chr3,95096640,95097540,Setdb1
chr3,95097680,95098710,Setdb1
chr3,95096640,95097540,Arnt
chr3,95096640,95097540,Ctss
chr3,95097680,95098710,Ctss
chr3,95097680,95098710,Hmgb1-ps5
chr3,95097680,95098710,Mcl1
chr3,95693730,95695800,Tars2
chr3,95693730,95695800,Rprd2
chr3,95693730,95695800,Prpf3
chr3,95693730,95695800,Mrps21
chr3,95848260,95849380,Mrps21
chr3,95693730,95695800,BC028528
chr3,95693730,95695800,Aph1a
chr3,95693730,95695800,Car14
chr3,95036580,95037400,Plekho1
chr3,95037500,95038170,Plekho1
chr3,95848260,95849380,Plekho1
chr3,95848260,95849380,Vps45
chr3,95693730,95695800,Otud7b
chr3,95848260,95849380,Mtmr11
chr3,95848260,95849380,Sf3b4
chr3,95848260,95849380,Sv2a
chr3,95848260,95849380,Hist2h2ab
chr3,95693730,95695800,Hist2h2ac
chr3,95848260,95849380,Hist2h2ac
chr3,95848260,95849380,Hist2h2be
chr3,95693730,95695800,Hist2h3c2
chr3,95848260,95849380,Hist2h3c2
chr3,95848260,95849380,Hist2h2aa2
chr3,95848260,95849380,Hist2h2aa1
chr3,95848260,95849380,Hist2h3c1
chr3,95848260,95849380,Hist2h4
chr3,95848260,95849380,Hist2h3b
chr3,99784850,99785510,Gdap2
chr3,103676270,103677560,Olfml3
chr3,103676270,103677560,Hipk1
chr3,103676270,103677560,Dclre1b
chr3,103676270,103677560,Ap4b1
chr3,103676270,103677560,Bcl2l15
chr3,103676270,103677560,Ptpn22
chr3,103676270,103677560,Gm15602
chr3,103676270,103677560,Rsbn1
chr3,106251620,106253120,Dennd2d
chr3,106251620,106253120,Dram2
chr3,106251620,106253120,Cept1
chr3,106251620,106253120,4933421E11Rik
chr3,107033670,107035520,Kcna3
chr3,107033670,107035520,Kcna2
chr3,107033670,107035520,Hbxip
chr3,107033670,107035520,Rbm15
chr3,107033670,107035520,Slc6a17
chr3,107618600,107619610,Slc6a17
chr3,107627240,107627790,Slc6a17
chr3,107625930,107626770,Slc6a17
chr3,107618600,107619610,Fam40a
chr3,107627240,107627790,Fam40a
chr3,107625930,107626770,Fam40a
chr3,107618600,107619610,Ahcyl1
chr3,107627240,107627790,Ahcyl1
chr3,107625930,107626770,Ahcyl1
chr3,107618600,107619610,Csf1
chr3,107627240,107627790,Csf1
chr3,107625930,107626770,Csf1
chr3,107618600,107619610,Eps8l3
chr3,107627240,107627790,Eps8l3
chr3,107618600,107619610,Gstm7
chr3,107627240,107627790,Gstm7
chr3,107625930,107626770,Gstm7
chr3,107618600,107619610,Gstm1
chr3,107627240,107627790,Gstm1
chr3,107625930,107626770,Gstm1
chr3,107618600,107619610,Gstm4
chr3,107627240,107627790,Gstm4
chr3,107625930,107626770,Gstm4
chr3,107627240,107627790,Gnai3
chr3,107625930,107626770,Gnai3
